Gene Symbol,Relevance score
SMN1,3.59
MIR574,3.59
ISG20,3.59
ATXN1,3.58
TSC22D1,3.58
POLR2E,3.58
CLEC11A,3.58
SLC25A5,3.58
LRRC26,3.58
USP1,3.57
RAB5A,3.57
SLC39A10,3.57
GSTA2,3.57
MANEA,3.57
ADAMTS19,3.57
GLB1,3.57
NEUROD1,3.57
N4BP2,3.57
CYP26A1,3.57
FKBP8,3.57
BEST1,3.57
PLAGL2,3.57
TNFRSF17,3.57
KIR3DL1,3.57
CRTC3,3.57
ING5,3.57
BCCIP,3.56
EMP1,3.56
LEFTY2,3.56
AOC1,3.56
YY2,3.56
ANKRD17,3.56
SCUBE2,3.56
GABARAP,3.56
POU2F3,3.56
SKIL,3.56
REG1A,3.56
LINC00968,3.55
GFRA1,3.55
FKRP,3.55
SMC4,3.55
MCOLN1,3.55
MIR708,3.55
MIR615,3.55
ELOB,3.55
NRG4,3.55
BPTF,3.55
HRH1,3.55
RUBCN,3.55
DDX59,3.55
PRICKLE3,3.55
PACC1,3.55
LOXL1,3.55
BAG6,3.54
ATF5,3.54
ZBTB33,3.54
LGMN,3.54
TRPV4,3.54
IRAK4,3.54
SPOCK1,3.54
LINC00707,3.54
FOXF2,3.54
CAMK2A,3.54
TMEM8B,3.54
CCR9,3.54
LINC00115,3.54
ERBIN,3.54
STOML2,3.54
SAMHD1,3.53
PPP1R15A,3.53
DUSP19,3.53
RPLP0,3.53
RAG2,3.53
DEAF1,3.53
PIP4K2B,3.53
ANKRD29,3.53
EFCAB13,3.53
HBG2,3.53
GFPT1,3.52
PDE8B,3.52
ADAM19,3.52
PLA2G6,3.52
SEL1L,3.52
KLK1,3.52
TNFRSF25,3.52
FAH,3.52
LOC105373796,3.52
STX5,3.52
BNIP3L,3.52
GKN2,3.52
LIMK2,3.52
DKK2,3.52
FECH,3.52
SPOCD1,3.52
BCL9,3.51
TRAPPC12,3.51
FERMT1,3.51
SLC29A3,3.51
CALM3,3.51
PDE5A,3.51
PDZD4,3.51
MEFV,3.51
GNAL,3.51
PKD2,3.51
FOXR2,3.51
GDF3,3.51
KRT76,3.51
PDE11A,3.51
IL13RA1,3.51
CORO1C,3.51
GSDME,3.51
LAX1,3.51
BIRC6,3.51
CTSG,3.51
NDUFB8,3.5
CYP4B1,3.5
CNTN1,3.5
RRP8,3.5
UNG,3.5
PAK2,3.5
POLA1,3.5
SMTN,3.5
KAT7,3.5
DRD5,3.5
PPFIBP2,3.5
EIPR1,3.5
HNRNPF,3.49
CPE,3.49
EHF,3.49
DNAJB1,3.49
MICALL1,3.49
INTU,3.49
RSPO2,3.49
BRDT,3.49
PACS1,3.49
SLC25A11,3.49
AURKAIP1,3.48
NPAT,3.48
PRKAG2,3.48
BDKRB1,3.48
RAB18,3.48
FGB,3.48
CCL19,3.48
DCLRE1C,3.48
CNTN2,3.48
NRF1,3.48
UNC5A,3.48
SLC19A3,3.48
CHD3,3.48
IGHMBP2,3.48
SFPQ,3.48
S100A11,3.48
CDH16,3.48
STEAP1,3.48
SLC6A5,3.48
KCNT2,3.48
TREML1,3.48
MOSPD1,3.48
DNAJC24,3.48
ZCCHC14,3.48
AHSA2P,3.47
CEBPD,3.47
MYH10,3.47
TESK1,3.47
DNAJC7,3.47
MIR135A1,3.47
PALM2AKAP2,3.47
NFKBIE,3.47
PCDH20,3.47
CETP,3.47
HSD17B7,3.46
CCNI,3.46
ATP5F1B,3.46
SRSF6,3.46
SETD1A,3.46
EMP2,3.46
ZNF304,3.46
CDON,3.46
RFC1,3.46
ENOX1,3.46
TMEM125,3.46
KLF12,3.46
NOL8,3.46
E2F8,3.45
TBC1D9B,3.45
ZNF652,3.45
USP14,3.45
GATA5,3.45
GALNT6,3.45
HGFAC,3.45
USP8,3.45
PTPRO,3.45
PPP1R12A,3.45
ST7,3.45
RIT1,3.45
ACTR3,3.45
SLC12A3,3.44
APOBEC3A,3.44
PPP1R12B,3.44
STX12,3.44
FAM131A,3.44
WBP4,3.44
EGFL6,3.44
CAP1,3.44
WDR88,3.44
EPB41,3.44
CDC16,3.44
ABHD12B,3.44
FZD9,3.44
ZNHIT6,3.44
ALOX5AP,3.43
NCK1,3.43
CAMK1,3.43
H3C2,3.43
SLC34A2,3.43
POLD2,3.43
COPA,3.43
LOC110283621,3.43
GTF2H4,3.43
FABP1,3.43
SETD7,3.43
MINCR,3.43
RSF1,3.43
ILF3,3.43
CCNB3,3.43
HRH2,3.43
COLGALT2,3.42
RNF149,3.42
FAM83F,3.42
PURG,3.42
BEND7,3.42
C1orf87,3.42
BCL7A,3.42
SNRNP200,3.42
PXDNL,3.42
MRGBP,3.42
SIRPA,3.42
FAM168A,3.42
TNXB,3.42
SLC22A16,3.41
IGHE,3.41
PPP2R5E,3.41
HCN1,3.41
SFTPA1,3.41
KHDRBS3,3.41
RNF2,3.41
SLC40A1,3.41
CPSF7,3.41
NR1H3,3.41
CHRM3,3.41
ST3GAL3,3.4
HCCS,3.4
LTB4R2,3.4
TUBA1C,3.4
SLCO1A2,3.4
PGD,3.4
STAG2,3.4
RUBCNL,3.4
SLC17A6,3.4
OXSM,3.4
ZNF646,3.4
SEMA5A,3.4
UBQLN1,3.4
NUF2,3.39
MIR500A,3.39
ERP29,3.39
RPL10,3.39
ZFYVE9,3.39
LMO1,3.39
MIR421,3.39
PKP2,3.39
STYK1,3.39
SNRPN,3.39
COP1,3.39
APOC3,3.39
GCKR,3.39
EFNB2,3.39
EVC2,3.39
AMER1,3.38
UGT1A7,3.38
SLC8A3,3.38
TAS2R13,3.38
ZNHIT2,3.38
GJB6,3.38
GAD2,3.38
BCAM,3.38
GRK2,3.38
FGF14,3.38
ECD,3.38
PYGO2,3.38
RIPK3,3.38
TTC9,3.38
SPECC1,3.38
SEC14L2,3.37
COL13A1,3.37
TMSB10,3.37
PREX2,3.37
MAP3K9,3.37
RUVBL2,3.37
PKP1,3.37
ABCB10,3.37
APOH,3.37
LOC110806262,3.37
GOLM1,3.36
ZC3H12D,3.36
ADAM8,3.36
ULK1,3.36
PGPEP1,3.36
PTPN23,3.36
COQ8A,3.36
CXCL16,3.36
EGR2,3.36
KLHL7,3.36
BLZF1,3.36
RBBP5,3.36
SVIL,3.36
H2AC11,3.35
UBE2N,3.35
ESM1,3.35
HSPA1L,3.35
DPYSL2,3.35
MYEF2,3.35
AMOTL1,3.35
PSMD14,3.35
ANXA6,3.35
UPP1,3.35
KDM4B,3.35
GPR45,3.35
SLC25A51,3.35
SEMA4D,3.35
ELMO1,3.35
COPG1,3.35
LOC109621227,3.34
APLN,3.34
GTF2I,3.34
PDCD1LG2,3.34
H3-4,3.34
FBLN5,3.34
PUF60,3.34
GDI1,3.34
AIF1,3.33
UNC45B,3.33
MIR26A2,3.33
DACT2,3.33
DGCR8,3.33
FRAT1,3.33
INCENP,3.33
VRK2,3.33
APRT,3.33
KCNJ5,3.33
VANGL1,3.33
EIF1AD,3.32
GNG10,3.32
RXFP2,3.32
LPO,3.32
YEATS2,3.32
MCU,3.32
TCEA3,3.32
MOCS2,3.32
SULT2A1,3.32
USP39,3.32
ADAMTS18,3.32
CITED4,3.32
SEMA3F,3.32
RGS2,3.32
NLK,3.32
ATF6,3.32
FGFBP1,3.32
DPP9,3.32
ACAN,3.32
CHD1L,3.32
RPS4X,3.32
DYRK2,3.31
DSG3,3.31
AFF3,3.31
KRT81,3.31
PON2,3.31
SOX7,3.31
PRKD2,3.31
PINK1,3.31
CLDN10,3.31
PXDN,3.31
SCG5,3.31
ENC1,3.31
SPRR3,3.31
NEK6,3.31
EDIL3,3.31
BCL7B,3.3
PPFIA1,3.3
LPA,3.3
GLG1,3.3
CCT2,3.3
RIN1,3.3
DACT1,3.3
MYLK2,3.3
TMTC4,3.3
AMOT,3.29
HSPE1,3.29
CCDC127,3.29
ADAM29,3.29
CHRNA7,3.29
DDO,3.29
PANX2,3.29
TP53TG1,3.29
SLC52A2,3.29
ABHD8,3.29
PDE4D,3.29
RELN,3.28
RAB27B,3.28
MIR30C2,3.28
TNFSF9,3.28
RHBDF1,3.28
SMG1,3.28
POTEF,3.28
CTSZ,3.28
NUCKS1,3.28
KAT6A,3.28
RNF20,3.28
MCF2L,3.28
ABCC8,3.28
LMNB2,3.28
PCAT18,3.28
GLCE,3.28
NDUFA3,3.28
SSNA1,3.28
LMF2,3.28
PLA2G3,3.28
PNMT,3.28
HGS,3.28
ITGAX,3.27
SERPINA7,3.27
ARPC2,3.27
VWA5A,3.27
TFEB,3.27
MARS1,3.27
IFIH1,3.27
NIN,3.27
PRSS23,3.27
CTNNA3,3.27
FRK,3.27
MAGEA12,3.27
FAM120A,3.27
GGPS1,3.27
PARD6A,3.27
ZNF655,3.26
TLK2,3.26
TNNT2,3.26
TMED1,3.26
ATP6V0B,3.26
LONRF3,3.26
GIMAP1,3.26
FASTKD3,3.26
PXDC1,3.26
CATSPERE,3.26
DUOX2,3.26
MMP19,3.26
ANXA11,3.26
CBR3,3.26
KDM5C,3.26
CHPT1,3.26
CCDC22,3.26
PRSS3,3.26
NFIC,3.26
EIF2AK4,3.26
FCGR2B,3.26
KIF23,3.26
STAP2,3.26
IREB2,3.26
LAMA1,3.26
CCNDBP1,3.26
CBX8,3.25
PPP3R1,3.25
EDA2R,3.25
CISD2,3.25
RPS17,3.25
FLII,3.25
ANAPC2,3.25
WASF1,3.25
ZNF436,3.25
ZDHHC4,3.25
NLRP14,3.25
OR1N1,3.25
APOC4,3.25
TMEM39A,3.25
ADGRF4,3.25
OR12D3,3.25
SPATA21,3.25
ZNF438,3.25
PRRG1,3.25
DAW1,3.25
STPG1,3.25
FILIP1,3.25
CHKB,3.25
MIR363,3.24
BREA2,3.24
TBC1D24,3.24
ARNTL,3.24
ASAP1,3.24
STK39,3.24
RPS7,3.24
RBM6,3.24
EFS,3.24
SULT2B1,3.24
AHNAK,3.24
PSMA3,3.24
CYP27A1,3.24
DKK4,3.24
SART1,3.24
INTS7,3.23
RBM3,3.23
PCSK2,3.23
OIP5,3.23
KCNJ15,3.23
SYT3,3.23
SORCS1,3.23
ZNF75A,3.23
ZNF546,3.23
JAKMIP3,3.23
MAP7D2,3.23
WDR53,3.23
RTP1,3.23
ANKEF1,3.23
TSPEAR,3.23
TRIML1,3.23
ZNF541,3.23
OTOGL,3.23
C5orf34,3.23
HEATR9,3.23
FAM217B,3.23
C4orf50,3.23
KRTAP20-1,3.23
KRTAP21-1,3.23
TAZ,3.23
CDC7,3.23
MLLT3,3.23
IFNAR1,3.23
TRPM2,3.23
DSPP,3.23
SIM2,3.23
USP16,3.23
DSG1,3.22
MTNR1A,3.22
ANAPC4,3.22
RNASE3,3.22
IRX2,3.22
BDKRB2,3.22
STEAP3,3.22
RIOK1,3.22
MVK,3.22
TAS2R64P,3.22
HCAR1,3.22
SEZ6L2,3.22
ARHGAP35,3.22
MYO5A,3.22
EDN2,3.22
MAGT1,3.22
H2AC13,3.21
CCL28,3.21
CYGB,3.21
CTNNA2,3.21
PUM1,3.21
EPC1,3.21
UBE2V1,3.21
PCBD1,3.21
CTSS,3.21
MIR490,3.21
RFC5,3.21
PLEK,3.21
PEMT,3.21
LINC00672,3.21
PLAAT3,3.21
DCAF7,3.21
CNOT9,3.21
PATZ1,3.2
RPS13,3.2
CHST3,3.2
YWHAH,3.2
PTP4A2,3.2
ADORA2B,3.2
GNG11,3.2
HTR2C,3.2
CNOT1,3.2
MAP4K4,3.2
STRADA,3.19
EMX2,3.19
CAPN6,3.19
PSMC6,3.19
UBE2D3,3.19
LGALS8,3.19
PABPC1,3.19
MIR302B,3.19
PPP1R12C,3.19
TKTL1,3.19
EHD4,3.19
SAP30,3.19
SHOX2,3.19
SPRY1,3.19
ADCY4,3.19
RCN1,3.19
EIF5A2,3.19
ERVK-6,3.19
PIGT,3.19
RALGAPA1,3.18
ROBO2,3.18
SLC25A24,3.18
SLC20A1,3.18
CETN3,3.18
PEBP4,3.18
TDGF1P3,3.18
PPP4R3A,3.18
ELOVL2,3.18
DSE,3.17
MLLT11,3.17
MIR4713HG,3.17
ZFX,3.17
CDK3,3.17
ANGPTL2,3.17
RPS2,3.17
C4A,3.17
ADORA1,3.17
MAOB,3.17
LBX1,3.17
ARSB,3.17
ST8SIA1,3.17
UBA52,3.17
GPR143,3.17
CDC5L,3.17
GFI1,3.17
GABBR1,3.17
RARRES1,3.17
CEL,3.17
POU3F3,3.17
NELFCD,3.16
DSTN,3.16
BCL7C,3.16
MAGED4B,3.16
TOB1,3.16
FAT4,3.16
KRT6B,3.16
ADCY2,3.16
NMU,3.16
TUBB4B,3.16
MIR520B,3.16
CDK20,3.16
CSH2,3.15
TNFRSF18,3.15
ITLN1,3.15
DOCK8,3.15
DBH,3.15
EIF6,3.15
DIO1,3.15
LTBP2,3.15
ORC2,3.15
LOC110599580,3.15
MIR1246,3.15
F12,3.15
SLC25A3,3.15
ARNT2,3.15
ADAMTS17,3.15
MAP3K2,3.15
MLLT1,3.15
CCL27,3.14
WNT8A,3.14
HNRNPH1,3.14
RASGEF1A,3.14
CALB1,3.14
PPP2CB,3.14
AGPS,3.14
RERG,3.14
SPRED1,3.14
COL12A1,3.14
FMR1NB,3.14
RAB7A,3.14
CEACAM19,3.14
USP2,3.14
ARFGAP1,3.14
RAP1B,3.14
SERPINA5,3.14
ALKBH5,3.14
NFYA,3.14
EVL,3.14
HNRNPM,3.14
H2AZ1,3.13
RPN2,3.13
YTHDF1,3.13
SPAG5,3.13
MPP5,3.13
PLIN1,3.13
CYP3A7,3.13
MIR630,3.13
SUB1,3.13
TXN2,3.13
IRF2BP2,3.13
PIK3C3,3.13
MIR135A2,3.13
DOK7,3.13
SAMD9,3.13
H2AC6,3.13
CSTF1,3.13
WBP2,3.13
ODAM,3.13
MIR1281,3.13
IL3RA,3.13
CPS1,3.13
LY6K,3.13
SFXN4,3.13
NUCB2,3.12
FOSB,3.12
SIGMAR1,3.12
RPL3,3.12
ST6GALNAC1,3.12
DST,3.12
TCAF1,3.12
CHRDL2,3.12
B4GALNT2,3.12
PAX8-AS1,3.12
CA8,3.11
SMC2,3.11
NUAK1,3.11
M6PR,3.11
GANAB,3.11
CUL5,3.11
SSX3,3.11
MIR28,3.11
SH3BP4,3.11
ELK3,3.11
CBR1,3.11
RASSF5,3.1
SUGP1,3.1
VWA2,3.1
LIMS1,3.1
SLC12A6,3.1
MAP3K10,3.1
ATP1A1,3.1
RTKN,3.1
SPINK5,3.1
OCLN,3.1
CREB5,3.1
AHRR,3.1
PGAP3,3.1
CASP4,3.1
TEX101,3.09
ADRM1,3.09
SHOC2,3.09
TET2-AS1,3.09
BCLAF1,3.09
TOP3A,3.09
CARD10,3.09
IQGAP3,3.09
THAP10,3.09
CPB2,3.09
C12orf57,3.09
PADI4,3.09
MAPK8IP2,3.09
EIF2B4,3.09
H1-5,3.08
GCG,3.08
DDIT4,3.08
MIR2861,3.08
AKT1S1,3.08
ASCC1,3.08
OGFR,3.08
FUT6,3.08
SNIP1,3.08
ACAD10,3.08
N4BP2L1,3.08
HHIP,3.08
CEP152,3.08
TRIM22,3.07
ADARB2,3.07
H2AC16,3.07
OGN,3.07
GPBAR1,3.07
IATPR,3.07
UBE2D2,3.07
KDM2A,3.07
CD200,3.07
SALL1,3.06
H2AC12,3.06
EIF2B2,3.06
RBMS3,3.06
SETD5,3.06
COMP,3.06
GOLGA2,3.06
POLR1A,3.06
DAPK3,3.06
AP4B1,3.06
BAIAP2L1,3.06
TSLP,3.06
MAP3K7CL,3.06
LAMP3,3.06
TAPBP,3.06
H2AW,3.05
ARG2,3.05
GCH1,3.05
PTPN7,3.05
PSMA6,3.05
PLCD3,3.05
PPP2R5C,3.05
DEPDC5,3.05
ADD1,3.05
ATP1A3,3.05
KSR1,3.05
STIP1,3.05
RAD23A,3.05
UBR1,3.05
PAFAH1B1,3.04
S100A10,3.04
FOXH1,3.04
ACTR2,3.04
H6PD,3.04
RBM8A,3.04
PARG,3.04
SPANXC,3.04
SPTBN1,3.04
OPHN1,3.04
NKX2-5,3.03
RUNDC3B,3.03
PRRX1,3.03
MAT1A,3.03
MIR367,3.03
GAS8-AS1,3.03
CRHR1,3.03
H2AC7,3.03
BLMH,3.03
SHMT2,3.03
JMJD6,3.03
ATG12,3.03
RYK,3.02
PARP4,3.02
ARL6IP5,3.02
SCLT1,3.02
TAF1,3.02
VAPB,3.02
LINC01488,3.02
CCNL1,3.02
SIRT5,3.02
TFAP4,3.02
SETD6,3.02
FARSB,3.02
FOXK1,3.02
MLF2,3.02
RPA3,3.02
MASTL,3.02
MARCKSL1,3.02
MYO1B,3.01
GNB5,3.01
PCSK6,3.01
SFRP5,3.01
TNFRSF14,3.01
RNF5,3.01
TSSC4,3.01
PPIB,3.01
TANK,3.01
ENDOG,3.01
SMARCC1,3.01
CCBE1,3.01
SART3,3.01
LOC110467515,3.01
RAB1A,3.01
PGAM1,3.01
NKX2-8,3.01
PCDH11X,3.01
MC4R,3.01
ADGRG1,3.01
GNG7,3
CYSLTR2,3
MGST1,3
IFITM3,3
KDM2B,3
EIF3F,3
MT1A,3
KIF22,3
ATP2B1,2.99
GRM5,2.99
ARC,2.99
PSMA2,2.99
NCR1,2.99
SLC25A19,2.99
SEPTIN2,2.99
BHLHE41,2.99
PDLIM1,2.99
CLDN18,2.99
GDF5,2.99
LGR4,2.99
PVR,2.99
TLN1,2.99
SFTPA2,2.99
SORT1,2.99
SAV1,2.99
MIR187,2.98
MEOX1,2.98
MFHAS1,2.98
SERPINB9,2.98
SF3B4,2.98
HTRA2,2.98
CCDC88C,2.98
KIAA1549,2.98
RPL7A,2.98
VPS13A,2.98
PTGES3,2.98
HMGB2,2.98
HNRNPDL,2.98
GRIK1-AS2,2.98
RORC,2.98
RPS6KA4,2.98
MBS1,2.98
ANXA4,2.97
BAALC,2.97
MFNG,2.97
GRK3,2.97
DMPK,2.97
KHSRP,2.97
CDKAL1,2.97
PEX3,2.97
YME1L1,2.97
PSMD6,2.97
PNKD,2.97
LARP1,2.97
CKAP2L,2.97
SLC2A5,2.97
SYNJ2,2.97
PSMA4,2.97
SHKBP1,2.96
ARHGAP31,2.96
KLF11,2.96
OSMR,2.96
ACTL6A,2.96
TNFAIP8L2,2.96
LOC110386948,2.96
LRG1,2.96
IAPP,2.96
TBX21,2.96
STK36,2.96
SNHG14,2.96
UBE2K,2.96
ANAPC7,2.96
SGO1-AS1,2.96
GEMIN2,2.96
HID1,2.96
DNPH1,2.96
DLL3,2.95
MIR138-2,2.95
KANSL1,2.95
PPP1R9A,2.95
SMYD2,2.95
BHMT,2.95
EGFLAM-AS1,2.95
ACIN1,2.95
FOXRED1,2.95
HAT1,2.95
FRG1,2.95
EIF4A3,2.95
SLC22A4,2.95
B3GAT1,2.95
VPS37A,2.95
AIM2,2.95
PMVK,2.95
BRCD1,2.95
KNTC1,2.95
LGALS13,2.95
RPL32,2.94
ERV3-1,2.94
SCG2,2.94
LILRB1,2.94
PPP1CC,2.94
TNFAIP8,2.94
PTPRS,2.94
CSMD1,2.94
FOXG1,2.94
NOP2,2.94
NFATC4,2.94
OPRD1,2.94
SMARCD1,2.94
MT-TA,2.94
INTS13,2.94
SRI,2.94
NEK9,2.94
WNK2,2.94
HIRA,2.94
ALKBH1,2.94
SPAG17,2.94
HHEX,2.94
RPL19,2.94
CBX4,2.93
CAPZB,2.93
BCAT1,2.93
FGR,2.93
PCBP2,2.93
COL5A1,2.93
TSR2,2.93
SLC16A1-AS1,2.93
CDH15,2.93
ZFP36L2,2.93
RGN,2.93
TCF21,2.93
ALAD,2.93
IL17B,2.93
MEF2C,2.93
ASH2L,2.92
SELENOF,2.92
HOTAIRM1,2.92
MED23,2.92
CDK17,2.92
YBX3,2.92
POGLUT1,2.92
SCN1A,2.92
COL6A3,2.92
CNTF,2.92
SLFN11,2.92
PFKL,2.92
PPAT,2.92
FAT1,2.91
AP2A1,2.91
EPS15,2.91
MAPKAP1,2.91
GFI1B,2.91
MIR153-1,2.91
PPP3CA,2.91
HAPLN1,2.91
TUSC8,2.91
H2AC17,2.91
ADAM23,2.91
SLC39A4,2.91
LY75,2.91
GUCY1B2,2.91
KLK12,2.91
TGIF2,2.91
SLC11A2,2.91
UBE4B,2.9
RPS4Y1,2.9
PPIL4,2.9
TBL1X,2.9
CUL7,2.9
TRIP10,2.9
TARBP2,2.9
RPL7,2.9
TBC1D4,2.9
LARGE1,2.9
SLC8A1,2.9
KDM8,2.89
CHRDL1,2.89
NMT1,2.89
GNGT1,2.89
GALNT14,2.89
NBR1,2.89
CDKN2A-DT,2.89
H2AC8,2.89
H2AC19,2.89
SCNN1G,2.89
CHST11,2.89
CANT1,2.89
DRG1,2.89
ESRP1,2.89
HPX,2.89
GAA,2.89
CKAP2,2.89
OTC,2.88
BSCL2,2.88
PPL,2.88
MAP3K4,2.88
MRPS26,2.88
IRX1,2.88
H2AC15,2.88
ALG2,2.88
DDX39A,2.88
RAD18,2.88
H3C4,2.88
GLA,2.87
GTPBP4,2.87
MIR493,2.87
TDRD3,2.87
BRWD3,2.87
MCM3AP,2.87
MAZ,2.87
ACE2,2.87
HSP90AA2P,2.87
CCNB1IP1,2.87
AKAP1,2.87
XPO5,2.87
TNNT3,2.87
ANK3,2.87
COG2,2.86
HNRNPC,2.86
PROC,2.86
BACE2,2.86
PHF8,2.86
CAPN10,2.86
RBFOX2,2.86
METTL3,2.86
TENT5A,2.86
TALDO1,2.86
ASMTL,2.86
PHF5A,2.86
TM4SF1,2.86
KAT8,2.85
TCN2,2.85
CLCN3,2.85
CCT7,2.85
MIER1,2.85
CDV3,2.85
CIRBP,2.85
PRPF4,2.85
FPR1,2.85
MFN1,2.85
PDLIM4,2.85
ANKRD30B,2.85
CLDN16,2.85
PARVB,2.85
ELK4,2.85
GNG4,2.85
SGSM3,2.85
DAPK2,2.84
SNCB,2.84
XAB2,2.84
H2AC14,2.84
CSF2RA,2.84
UBE2A,2.84
UGT1A4,2.84
PFDN1,2.84
SRP72,2.84
ATP6AP1,2.84
MIR369,2.84
GLP1R,2.84
PDZD2,2.84
RAB2A,2.84
CDH4,2.84
CLIC4,2.83
FRA3B,2.83
ADCY3,2.83
ASAP3,2.83
MRPL58,2.83
SHANK1,2.83
GRB14,2.83
CASP5,2.83
CYP4Z2P,2.83
SF3B2,2.83
UBE2L3,2.83
FHL3,2.83
CKAP5,2.83
DLX6-AS1,2.83
KDF1,2.83
MBD1,2.83
TCERG1L,2.83
SEPTIN1,2.83
MIR519D,2.83
NEUROG1,2.83
MED13L,2.82
CD244,2.82
EPB41L5,2.82
LY6D,2.82
L3MBTL1,2.82
USP21,2.82
MAS1,2.82
PLPP3,2.82
FBL,2.82
CHRNA9,2.82
ADSL,2.82
PHF20,2.82
SLC13A2,2.82
APOLD1,2.82
FKBP1A,2.82
PLP1,2.82
NFIX,2.81
P4HA2,2.81
HRH4,2.81
GPHN,2.81
CENPH,2.81
GRHL3,2.81
POGZ,2.81
CDC14A,2.81
RNGTT,2.81
HLA-F,2.81
MLN,2.81
MYO9B,2.81
SNRPD1,2.81
UBE2B,2.81
BVES,2.81
ACVR1C,2.81
RPS16,2.81
TUBA4B,2.81
CYP2J2,2.81
DNALI1,2.81
CTH,2.81
MORF4L1,2.81
TSR1,2.8
MZF1,2.8
MRPS34,2.8
DHODH,2.8
RFX1,2.8
SMARCD2,2.8
EPX,2.8
TNS3,2.8
PRPF3,2.8
H3C6,2.8
DDX21,2.8
DDX58,2.8
DDX6,2.8
HBA2,2.8
CNOT3,2.8
SLC39A2,2.8
POLR2K,2.8
XRN1,2.79
ALX1,2.79
PNMA1,2.79
JMJD1C,2.79
RPL23A,2.79
DLGAP5,2.79
RIOK2,2.79
NR1I3,2.79
CFB,2.79
MBNL1,2.79
BLK,2.79
RPL8,2.79
PDZK1IP1,2.79
NAT10,2.79
SLC25A6,2.78
EBF2,2.78
EMP3,2.78
MED4,2.78
STOM,2.78
CETN2,2.78
BBS4,2.78
SYNJ2BP,2.78
DPEP1,2.78
C5AR1,2.78
TPD52L1,2.78
H2BC21,2.78
ABCG1,2.78
NPC1,2.78
RAPGEF3,2.78
EFHD1,2.78
CHORDC1,2.77
AATF,2.77
LTB4R,2.77
PRICKLE4,2.77
ATP5F1A,2.77
WDR45B,2.77
SF3A1,2.77
CHMP2B,2.77
BTG3-AS1,2.77
NEDD8,2.77
EIF2S2,2.77
TMEM205,2.77
FABP2,2.77
ESF1,2.77
ADAMTS9-AS2,2.77
SIN3B,2.77
RNF168,2.77
ERLIN2,2.77
MARK4,2.77
RAD51-AS1,2.77
EZH1,2.76
LINC00582,2.76
INKA2-AS1,2.76
LINC02046,2.76
ANKRD20A21P,2.76
TDGF1P1,2.76
AGPAT2,2.76
RBFOX1,2.76
ST8SIA4,2.76
RNU4ATAC,2.76
LIN9,2.76
GATD3A,2.76
DNAJA3,2.76
UGT8,2.76
GABARAPL1,2.76
MED17,2.76
NFATC3,2.76
NOD1,2.76
PIGN,2.75
PIP5K1A,2.75
OGDH,2.75
AMBRA1,2.75
AIRE,2.75
SCN1B,2.75
NCF2,2.75
LOC110386947,2.75
MYH7,2.75
CASP14,2.75
CALML3,2.75
CLUH,2.75
SNX17,2.75
STH,2.75
SPANXD,2.75
MUSK,2.75
API5,2.75
ZG16B,2.75
SLC30A1,2.74
ARHGAP24,2.74
PARP3,2.74
CACUL1,2.74
LINC00538,2.74
STEAP4,2.74
CCT5,2.74
ERF,2.74
NDUFS4,2.74
ZMYM2,2.74
ETFA,2.74
RNASEH2A,2.74
NAA15,2.74
SNRPB,2.74
LOC110386949,2.74
SERTAD1,2.74
MT1G,2.74
SLC10A2,2.74
PSTPIP1,2.74
SLC28A1,2.74
ERO1A,2.74
PTCD3,2.73
ADCY7,2.73
DYRK1B,2.73
DSG4,2.73
UPF1,2.73
LPAR6,2.73
SPTBN2,2.73
GNGT2,2.73
CHP2,2.73
ATP6V1E1,2.73
INF2,2.73
SRRT,2.73
BUD13,2.73
ACTBL2,2.73
HMGN5,2.73
CCS,2.73
RPS12,2.73
NUP88,2.73
LTA4H,2.73
HAND2,2.73
MTNR1B,2.73
CACNB2,2.73
MIR448,2.73
ARHGAP1,2.72
PKP3,2.72
MIA,2.72
MIR9-3HG,2.72
FAM83B,2.72
MPP2,2.72
MIR1290,2.72
TBXA2R,2.72
TMEM173,2.72
SQLE,2.72
ECHDC1,2.72
NDE1,2.72
MRPL28,2.72
MADCAM1,2.72
CYP26C1,2.72
HEXIM1,2.72
RRS1,2.71
H3-3B,2.71
NEMF,2.71
CD177,2.71
NPAP1,2.71
IVNS1ABP,2.71
DNAAF4,2.71
ITGB7,2.71
CENPB,2.71
LTBR,2.71
GCSAM,2.71
DERL3,2.71
TBC1D10A,2.71
PYGM,2.71
ATN1,2.71
CLDN8,2.71
CAPNS1,2.71
BRI3BP,2.71
PLOD2,2.71
MORF4L2,2.71
BRAT1,2.71
SRP54,2.71
STAU1,2.71
VRK1,2.71
NUP62,2.7
DNAJC2,2.7
RGS16,2.7
UTRN,2.7
GPAM,2.7
PSMA5,2.7
BRD9,2.7
AGO1,2.7
ILF2,2.7
CRY1,2.7
DNAJC13,2.7
TRIM16,2.7
PRMT6,2.7
GABRA3,2.7
GRIN2A,2.7
AKAP3,2.69
ANXA13,2.69
DLG3,2.69
TIMM17A,2.69
SLC19A2,2.69
FRZB,2.69
PKIA,2.69
ATAD5,2.69
ARHGEF16,2.69
NPRL2,2.69
TBX19,2.69
KRT3,2.69
SYT9,2.69
XAGE3,2.69
ADGRB1,2.69
PDCD5,2.69
RPGRIP1L,2.68
PTCSC2,2.68
ELMO2,2.68
METAP2,2.68
MYL6,2.68
CYBRD1,2.68
DHX30,2.68
H1-4,2.68
OVGP1,2.68
CENPE,2.68
