,gene1,gene2,weight
64779,HDAC8,ATM,1
64780,GATA4,PDGFRA,1
64781,PXN,APC,1
64782,MBL2,CXCL8,1
64783,RUNX2,ACTB,1
64784,MCL1,XBP1,1
64785,MC1R,TXN,1
64786,PAX3,INHA,1
64787,ADIPOQ,SELP,1
64788,CDT1,GLI1,1
64789,MAP2K1,IGF1R,1
64790,PIK3R1,POLE,1
64791,FOXM1,RPS6KB1,1
64792,MLH1,GNA11,1
64793,NFKB2,STAT1,1
64794,ZEB2,HGF,1
64795,ANXA2,FLT1,1
64796,LIN28A,TERT,1
64797,SHC1,ITGAV,1
64798,S100A7,SLPI,1
64799,TWIST1,LOX,1
64800,IDO1,CSF1,1
64801,SOD2,BCL2L11,1
64802,HSP90B1,THBS1,1
64803,IL24,MGMT,1
64804,KRT10,TP53,1
64805,AKT1,IL11,1
64806,CDKN1A,CASK,1
64807,NF2,PTK2,1
64808,ANXA1,FN1,1
64809,MYB,SKP2,1
64810,CXCL12,POU5F1,1
64811,ALDOA,HSPA5,1
64812,SMO,CCND1,1
64813,PLA2G4A,IL17RD,1
64814,CCK,NTRK2,1
64815,SPP1,FGF7,1
64816,PTPN11,RAPH1,1
64817,CDK1,TERT,1
64818,MTOR,PTK2,1
64819,MAGEA1,CSF2,1
64820,NFE2L2,GPT,1
64821,ATM,TOX3,1
64822,DICER1,BLM,1
64823,CFLAR,TLR2,1
64824,MDM2,RBX1,1
64825,IL6,NANOG,1
64826,BRCA2,ABL1,1
64827,MAPK7,ERBB3,1
64828,SPA17,XAGE1A,1
64829,PIK3CG,KDR,1
64830,SPP1,BMP6,1
64831,BCL6,CD7,1
64832,RBBP4,HESX1,1
64833,TGFB2,GAPDH,1
64834,VEGFA,MACF1,1
64835,ITGB1,LGR5,1
64836,IFNB1,CSF3,1
64837,APP,NCOR1,1
64838,PTGS2,NOTCH1,1
64839,IGF2,EZH2,1
64840,IDH1,TTR,1
64841,ESRRA,SP1,1
64842,FN1,LEP,1
64843,HRAS,TGFB1,1
64844,CTNNB1,HDAC6,1
64845,SATB1,SMARCB1,1
64846,ITGB3,KITLG,1
64847,IGFBP3,IRS2,1
64848,PTK2,IGF1,1
64849,TNFRSF11B,IL7,1
64850,BGN,COL14A1,1
64851,BCOR,SUZ12,1
64852,IL24,IL11,1
64853,KDR,SMAD2,1
64854,MYC,MYD88,1
64855,HSF1,TTR,1
64856,PTGS2,CD34,1
64857,SOX3,FGF4,1
64858,STAT1,SMARCB1,1
64859,EZH2,CDH2,1
64860,BAD,CASP8,1
64861,TGFB2,GSK3B,1
64862,HSP90AA1,PRDM14,1
64863,SHH,HK2,1
64864,CDH1,MSH2,1
64865,CDK1,CUX1,1
64866,SNAI2,AXIN1,1
64867,TBX1,KRAS,1
64868,RBBP8,PLK1,1
64869,FLRT3,TGFBR1,1
64870,XRCC2,MGMT,1
64871,WNT2B,FGF3,1
64872,GJA1,ABCG2,1
64873,PIK3R1,FOS,1
64874,MACF1,CTNNB1,1
64875,BCL2,RAF1,1
64876,PTK2,RIPK1,1
64877,AR,PTGS2,1
64878,ALCAM,EGF,1
64879,GPT,EGFR,1
64880,DNMT1,CDK2,1
64881,MME,FLT3,1
64882,LIN28B,BARD1,1
64883,NDRG1,CA9,1
64884,SQSTM1,CSNK2A1,1
64885,TLR9,HSP90AA1,1
64886,FGFR1,GNA11,1
64887,PTPRC,GATA4,1
64888,CDKN1C,APC,1
64889,FOSL1,CDH1,1
64890,PRKCI,NOTCH3,1
64891,MTOR,VHL,1
64892,IL17RD,DUSP6,1
64893,GATA3,CD40,1
64894,GATA4,HDAC4,1
64895,PTEN,SOX9,1
64896,TP53,SFRP1,1
64897,LPL,CEBPB,1
64898,CASK,DMD,1
64899,RPS20,NME1,1
64900,CD46,VWF,1
64901,ATP2C1,GAPDH,1
64902,CASR,GHRH,1
64903,IL5,TIMP1,1
64904,DIABLO,MDM2,1
64905,ERCC2,DPYD,1
64906,TNFRSF10B,KRAS,1
64907,GH1,ALB,1
64908,PAX5,TCF7,1
64909,PODXL,IQGAP1,1
64910,YY1,MSH6,1
64911,IGFBP3,TIMP3,1
64912,ETV1,KLK2,1
64913,HSP90AA1,MAP3K8,1
64914,NRP1,CD80,1
64915,APPL1,EGF,1
64916,HBEGF,SERPINE1,1
64917,EXO1,GMNN,1
64918,SST,NTRK2,1
64919,MVP,ABCC3,1
64920,CSNK1D,MAPK1,1
64921,BRCA1,IGF1,1
64922,MYD88,CXCR3,1
64923,ERBB2,SYP,1
64924,FZD4,SHH,1
64925,CD2AP,EGFR,1
64926,CDK2,MMP2,1
64927,YAP1,GSK3B,1
64928,CSF1,TNFRSF1A,1
64929,MDM2,NGFR,1
64930,KL,ACE,1
64931,CASP1,KEAP1,1
64932,NGF,CASP9,1
64933,RUNX2,WNT4,1
64934,RARG,TFF1,1
64935,MICA,CD28,1
64936,IL3,NOTCH1,1
64937,GRIN2B,CRH,1
64938,ABCB1,POU5F1,1
64939,IKBKB,HRAS,1
64940,CD1A,GZMB,1
64941,HDAC2,APPL1,1
64942,PRKCA,BCL2,1
64943,TP73,BUB1B,1
64944,TLR9,STAT5A,1
64945,DKK1,EGFR,1
64946,SOCS3,PIAS1,1
64947,EIF4E,FOXO1,1
64948,TP53BP1,ERCC6,1
64949,NFKB2,STAT5A,1
64950,IL15,IL12B,1
64951,HTT,PML,1
64952,WNT4,CDH2,1
64953,MMP1,HBEGF,1
64954,NEK2,GMNN,1
64955,CALB2,RHO,1
64956,MAPK10,EGF,1
64957,ERCC2,KMT2D,1
64958,NOS3,RPS6KB1,1
64959,ITGAL,CXCR5,1
64960,VEGFC,LPAR1,1
64961,SPRY4,FGFR3,1
64962,ZEB2,EDNRB,1
64963,SDHA,PDGFRA,1
64964,MYC,CASP7,1
64965,IL16,MIF,1
64966,GEN1,MCM2,1
64967,CD24,CXCL12,1
64968,CHD7,FANCM,1
64969,GRHL2,FOXA1,1
64970,NR4A1,TNFSF10,1
64971,MYD88,CXCR5,1
64972,CSF3R,KITLG,1
64973,CA9,MET,1
64974,CD274,CD34,1
64975,ACTA2,WASF3,1
64976,IL4R,CD274,1
64977,BMP2,TNN,1
64978,GNAQ,CSF1R,1
64979,PAX2,NES,1
64980,NDRG1,CEMIP,1
64981,TGFA,TP53,1
64982,MED12,FBXW7,1
64983,GADD45A,CASP8,1
64984,STK11,CAT,1
64985,ACTB,CCNA2,1
64986,HPRT1,POU5F1,1
64987,RHOA,IGF1,1
64988,MVP,MT-CYB,1
64989,AMACR,WT1,1
64990,HTR2A,CREB1,1
64991,SPA17,XAGE1B,1
64992,DHFR,TOP1,1
64993,ALCAM,CDH2,1
64994,SUZ12,NOTCH1,1
64995,FGF1,TNF,1
64996,TFRC,CSF3,1
64997,INS,PIK3CG,1
64998,TERT,FANCM,1
64999,MCL1,PDGFRB,1
65000,MUC5AC,TLR4,1
65001,SMARCE1,CHD5,1
65002,LCN2,CP,1
65003,NKX2-1,EPCAM,1
65004,SMARCB1,JUND,1
65005,LYN,PTPN1,1
65006,MDM2,PER2,1
65007,PAX2,PROX1,1
65008,IGF1,MST1R,1
65009,GPER1,BSG,1
65010,SMARCA4,KRAS,1
65011,LEP,TTR,1
65012,SOD2,PON1,1
65013,SUZ12,GAPDH,1
65014,WNT1,IGF1R,1
65015,STAT3,GLI1,1
65016,DLC1,CDK6,1
65017,FOXO3,EGF,1
65018,BRAF,RALA,1
65019,MYC,CD274,1
65020,CHEK1,CYCS,1
65021,GFAP,SST,1
65022,MUTYH,XRCC2,1
65023,CD1D,NF1,1
65024,LDLR,CRP,1
65025,FSCN1,LASP1,1
65026,RNASEL,CUL1,1
65027,PEG10,UBE3A,1
65028,GNAQ,FLT3,1
65029,CDKN1A,SNAI1,1
65030,ALB,ENO1,1
65031,SPARC,RETN,1
65032,VEGFA,PTGS1,1
65033,MYC,WRN,1
65034,TIMP3,APOE,1
65035,MAPK8,TCF7L2,1
65036,CALR,HSPB1,1
65037,DICER1,CASP3,1
65038,RAD51C,CCNA2,1
65039,AGTR1,MMP9,1
65040,BAX,TNFRSF10B,1
65041,ADIPOQ,GAD1,1
65042,EPHB2,APP,1
65043,NTRK3,FGF2,1
65044,PRKCI,NOTCH2,1
65045,CD86,STAT5B,1
65046,CDKN2A,CD274,1
65047,LYN,PTPRJ,1
65048,FOXO3,XIAP,1
65049,PDCD4,GAPDH,1
65050,HMOX1,MAPK12,1
65051,SMAD2,RPS6KB1,1
65052,PTEN,ERCC1,1
65053,CISH,IL6R,1
65054,JUN,IL3,1
65055,INSR,BMP4,1
65056,GLI2,AXIN2,1
65057,EPCAM,HGF,1
65058,IL6,PGR,1
65059,CDH2,VTN,1
65060,AKT1,TNFRSF11B,1
65061,PRKAA1,CYCS,1
65062,GSK3B,TLR2,1
65063,IGF1R,PTPN12,1
65064,ALB,SCT,1
65065,SRC,CSNK2A1,1
65066,NPM1,ANXA5,1
65067,CDH2,SERPINE1,1
65068,CCAR2,NAMPT,1
65069,ASXL1,AR,1
65070,AKT1,PTPRJ,1
65071,HDAC2,ERCC1,1
65072,CCNA1,GAPDH,1
65073,PRKCA,EDN1,1
65074,ADAM17,GAPDH,1
65075,ARID1A,CTCF,1
65076,TLR4,MALT1,1
65077,JAK2,TFRC,1
65078,RAD51B,TP53,1
65079,XRCC6,HSPA5,1
65080,ABCC2,GSTA1,1
65081,ETS2,NCOR1,1
65082,SP1,EGF,1
65083,TP53,ERCC8,1
65084,HSP90AA1,CUL1,1
65085,FANCA,MSH3,1
65086,CX3CR1,CD28,1
65087,CD44,MCL1,1
65088,PMAIP1,UCHL1,1
65089,BCAS3,ITGB3BP,1
65090,HSF1,CEBPB,1
65091,CD44,SMAD3,1
65092,ATM,PIK3CA,1
65093,SPP1,SOX2,1
65094,SDHD,CHGA,1
65095,RBBP8,MSH6,1
65096,CTLA4,TNFSF10,1
65097,TGFB2,CDH1,1
65098,BAG1,GRB7,1
65099,DKK3,TIMP3,1
65100,IKBKG,HIF1A,1
65101,PTH,TTR,1
65102,MSX1,SOX3,1
65103,CTTN,ALB,1
65104,SLC2A1,CCND1,1
65105,MYC,MGMT,1
65106,SMAD4,WNT4,1
65107,IGF1,TIMP2,1
65108,CISH,SRD5A1,1
65109,IFNG,KITLG,1
65110,SPTAN1,FANCC,1
65111,IL13,AHR,1
65112,STAT3,EPCAM,1
65113,FH,HSPA4,1
65114,PSEN2,FUS,1
65115,TSHR,CALR,1
65116,CASP1,CXCL9,1
65117,TMPRSS2,BRCA2,1
65118,CCR5,APOE,1
65119,DIABLO,CTLA4,1
65120,SSTR3,CALCA,1
65121,CD24,NOTCH2,1
65122,GSTP1,TMPRSS2,1
65123,EGF,LEF1,1
65124,PTPN11,TCHP,1
65125,PRF1,CD34,1
65126,RPS6KA3,SRC,1
65127,ANGPT2,CRP,1
65128,DNMT3B,TWIST1,1
65129,CLDN1,SIRT1,1
65130,TNF,ANXA1,1
65131,ALPP,ANPEP,1
65132,RELA,IL17A,1
65133,TNFSF11,COL1A2,1
65134,EP300,AXIN1,1
65135,UGT1A1,ERCC1,1
65136,SERPINA1,F3,1
65137,TCF7L2,SHH,1
65138,XRCC5,HSPA4,1
65139,ACE,IL1B,1
65140,DPP4,ICAM1,1
65141,MAPK8,BGLAP,1
65142,VEGFA,BIRC2,1
65143,BIRC5,E2F3,1
65144,NOS3,PLD2,1
65145,MMP14,CCND1,1
65146,GDNF,CD40,1
65147,HRAS,MUC6,1
65148,AGT,DUSP1,1
65149,BARD1,CCNB1,1
65150,HRAS,ZMPSTE24,1
65151,PRKDC,NR3C1,1
65152,MME,IL6,1
65153,ADAM17,STAT3,1
65154,TLR4,CD1A,1
65155,HDAC3,SMAD7,1
65156,ADAM17,KRAS,1
65157,FGF1,THBS1,1
65158,KRT8,ACTB,1
65159,VTCN1,IGF2BP3,1
65160,ANPEP,KITLG,1
65161,BCAS1,BCAS4,1
65162,LCN2,GDF15,1
65163,THBS2,EGF,1
65164,IL12RB1,CCR5,1
65165,SATB1,CDX2,1
65166,PECAM1,IL3,1
65167,SOD2,AKR1A1,1
65168,INS,IL6R,1
65169,ATP7A,IL4,1
65170,LPL,THRSP,1
65171,TNFRSF1B,FOXO4,1
65172,MDK,CASP3,1
65173,INS,MST1R,1
65174,CD79A,KRT20,1
65175,FGF7,WNT5A,1
65176,ERBB2,LOX,1
65177,NCAM1,TLR2,1
65178,POMC,IGFBP3,1
65179,IL10,HBEGF,1
65180,CASC3,HMOX1,1
65181,FANCA,NPM1,1
65182,SMAD2,CCL2,1
65183,HDAC6,ERBB2,1
65184,MYC,DKC1,1
65185,CXCL1,CDH1,1
65186,IL1A,KITLG,1
65187,CREB1,JAK2,1
65188,LDLR,WNT3,1
65189,SKI,TP53,1
65190,RELA,HSPA5,1
65191,DNMT3B,HNMT,1
65192,GHRL,IGFBP1,1
65193,IL4,THPO,1
65194,SLC2A1,CASP3,1
65195,CSF2,ITIH4,1
65196,TGFBR1,HSPA4,1
65197,PECAM1,PRKCE,1
65198,MDC1,CREBBP,1
65199,XRCC5,POLH,1
65200,GADD45A,CASP9,1
65201,PRKD1,EGF,1
65202,SPDEF,GNAQ,1
65203,ENO2,EGFR,1
65204,SDC1,CXCL13,1
65205,CD274,TNS1,1
65206,PRSS1,MSH2,1
65207,BCAR3,RASGRP1,1
65208,EIF4EBP1,PDCD4,1
65209,CCL5,OSM,1
65210,VIM,SMAD2,1
65211,WNT1,NTRK2,1
65212,FGF3,CD34,1
65213,INS,MCL1,1
65214,TLR4,SERPINB3,1
65215,TNF,HDAC4,1
65216,ALPP,NOTCH1,1
65217,NCAM1,CRP,1
65218,GATA4,SHH,1
65219,POLH,F2,1
65220,MME,ERBB2,1
65221,CXCL1,MAPK1,1
65222,TSPO,GJA1,1
65223,RELA,CTLA4,1
65224,CA9,FLT1,1
65225,MAML2,BCAS1,1
65226,MMP9,KLK3,1
65227,ROCK1,CA9,1
65228,KISS1,PGR,1
65229,RASGRP1,RHEB,1
65230,PRF1,TNFRSF10A,1
65231,IL15,CXCR5,1
65232,SERPINB2,STAT6,1
65233,SMAD4,NOTCH3,1
65234,AKT1,MAPK7,1
65235,TOP1,CASP8,1
65236,RAD51D,POLK,1
65237,BMP2,INSR,1
65238,FANCG,HSD17B3,1
65239,CDH5,IGF1,1
65240,ITGAL,CCL2,1
65241,RUNX1,MYOD1,1
65242,IL6ST,STAT6,1
65243,TBX1,MAF,1
65244,CCNB1,TRIM28,1
65245,TRIM28,TWIST1,1
65246,PTEN,APC,1
65247,HTR2A,CYP1A2,1
65248,TKT,XDH,1
65249,CD1A,KITLG,1
65250,SRC,SERPINE1,1
65251,SERPINB3,CCR7,1
65252,HRAS,ADAM17,1
65253,PTPRC,MYOD1,1
65254,SEMA3B,FLT1,1
65255,ECM1,CTNNB1,1
65256,TGM2,ELN,1
65257,PLK1,ALB,1
65258,NKX2-1,NOTCH1,1
65259,BARD1,CDK4,1
65260,PTK2B,GAPDH,1
65261,WNT7A,CDH2,1
65262,FGF7,KRT14,1
65263,NPM1,PIK3CA,1
65264,TLR9,FOS,1
65265,MUC5AC,AGER,1
65266,CCKBR,SCT,1
65267,JUP,PSEN1,1
65268,VEGFA,BIRC3,1
65269,S100A7,KRT10,1
65270,TRAF6,CD80,1
65271,AR,SOX3,1
65272,NCAM1,CCL2,1
65273,BIRC3,GLI1,1
65274,E2F3,MCM4,1
65275,SELP,LGALS3,1
65276,MTOR,SMAD2,1
65277,KLK3,SRD5A1,1
65278,CD1D,ANXA5,1
65279,CTNNB1,PML,1
65280,IFI27,IFNB1,1
65281,CXCL8,HSPB8,1
65282,F2,TWIST1,1
65283,FLT1,EGFR,1
65284,MMP1,ACE,1
65285,BMP2,NGF,1
65286,MITF,UCHL1,1
65287,TNF,IGFBP3,1
65288,DAPK1,SFRP2,1
65289,MAPK8,ADAM17,1
65290,ERCC4,POLQ,1
65291,TSHR,THRB,1
65292,MTOR,LEPR,1
65293,FABP4,NAMPT,1
65294,TBX1,BMP4,1
65295,PRSS1,SCT,1
65296,ZEB2,MTA1,1
65297,STAT3,TCF3,1
65298,DICER1,ESR1,1
65299,DNMT3B,CDKN2B,1
65300,HSPA4,S100B,1
65301,BRCA2,CTNNB1,1
65302,ADAM17,ICAM1,1
65303,RHOBTB2,BCAR1,1
65304,IL5,TGFB1,1
65305,SOCS3,IL18,1
65306,CEBPB,GAPDH,1
65307,MAPK3,MMP11,1
65308,HLA-DQB1,IFNG,1
65309,HIF1A,TXN,1
65310,PTH,GNRH1,1
65311,ELANE,CCNA2,1
65312,HNF4A,CASP3,1
65313,TNFRSF11B,IL4,1
65314,CD44,DKK1,1
65315,BGLAP,LEPR,1
65316,CALR,LPL,1
65317,PRF1,ITGA4,1
65318,CTLA4,IFNA1,1
65319,LCN2,CSF3,1
65320,MEN1,MYH9,1
65321,SDC1,IL17A,1
65322,PTPRJ,VHL,1
65323,MAP1LC3A,BCL2L1,1
65324,CD24,PAX2,1
65325,CTAG1B,CD86,1
65326,MLANA,SSX2,1
65327,EIF4E,BECN1,1
65328,PRSS1,PMS2,1
65329,MYD88,RNASEL,1
65330,AMPH,SYP,1
65331,MCL1,KDR,1
65332,FBN1,MMP14,1
65333,ZEB1,SUZ12,1
65334,DIABLO,E2F1,1
65335,CDK1,PPM1D,1
65336,FGF1,AURKA,1
65337,CRP,TGFB1,1
65338,BGLAP,ENPP1,1
65339,GHRHR,ACE,1
65340,IL7R,IL18,1
65341,GSTP1,MPO,1
65342,BRCA1,TMPRSS2,1
65343,BRCA1,NCOA1,1
65344,TP53BP1,PTEN,1
65345,STAT1,FAS,1
65346,NF2,MEN1,1
65347,HIF1A,CDK4,1
65348,HSPA8,RBX1,1
65349,ICAM1,IL11,1
65350,CDH1,RPS6KB1,1
65351,CDKN1A,SMAD7,1
65352,GATA4,CDH1,1
65353,CXCL12,HBEGF,1
65354,MSMB,TMPRSS2,1
65355,PTEN,DNMT3B,1
65356,VEGFA,MYD88,1
65357,IFNB1,IL5,1
65358,CCNE1,CSK,1
65359,TCL1A,TP53,1
65360,WNT1,POU5F1,1
65361,CREB1,GATA2,1
65362,CTSL,CASP3,1
65363,IFNA2,CSF3,1
65364,CGA,CHGA,1
65365,BCL6,TFRC,1
65366,ACTA2,GSTP1,1
65367,SERPINC1,KLK2,1
65368,CTSL,PLG,1
65369,SULF1,HBEGF,1
65370,FN1,BSG,1
65371,VEGFC,CDH1,1
65372,EZH2,GLI1,1
65373,FGF2,CDK4,1
65374,NPM1,FANCC,1
65375,SERPINB2,VTN,1
65376,CD40LG,F2R,1
65377,MAP2K4,KRAS,1
65378,KMT2A,TXN,1
65379,RET,FLT4,1
65380,CASP8,CTLA4,1
65381,ALB,RETN,1
65382,CXCR4,FLT4,1
65383,ANGPT1,GAPDH,1
65384,SEMA3E,FLT1,1
65385,MET,CXCL8,1
65386,PLAU,TIMP3,1
65387,IGFBP3,MDM2,1
65388,TLR4,CASP9,1
65389,BMP2,MMP1,1
65390,CTNNB1,CDKN1B,1
65391,TNFRSF11B,VTN,1
65392,AR,ADAM10,1
65393,CD44,MTOR,1
65394,ENPP1,PTH,1
65395,COL11A1,TIMP3,1
65396,F3,MAPK3,1
65397,DVL1,MAPK10,1
65398,APOB,RETN,1
65399,NKX3-1,KRT14,1
65400,JUP,GAPDH,1
65401,RELA,JUNB,1
65402,PGR,HOXA11,1
65403,INS,HDAC1,1
65404,SPP1,CSF2,1
65405,DHFR,CDC25A,1
65406,SMAD3,GLI1,1
65407,DICER1,HSPA4,1
65408,APAF1,E2F4,1
65409,HSF1,MAPK9,1
65410,SMARCA4,DDX3X,1
65411,CXCR1,IL4,1
65412,HSPA4,CCNB1,1
65413,TNFRSF1B,TIMP1,1
65414,CASP8,PIK3CA,1
65415,IGF2,BMP2,1
65416,CD24,JAG1,1
65417,DHCR7,CXCR5,1
65418,MYC,TRAF3,1
65419,MUC1,SYP,1
65420,NFIB,JUND,1
65421,EEF1A1,STAT6,1
65422,CLU,MMP13,1
65423,ZEB1,ALB,1
65424,POMC,TP53,1
65425,IL13,MIF,1
65426,BDNF,TNFRSF1A,1
65427,STK4,SIRT1,1
65428,SQSTM1,CYCS,1
65429,WEE1,E2F1,1
65430,MAPK8,IL3,1
65431,PDGFD,PTGS2,1
65432,HLA-A,ATM,1
65433,SMARCA4,CUL4A,1
65434,CD40,CCL11,1
65435,CDKN1A,TSC2,1
65436,IGFBP3,GAPDH,1
65437,HMGA2,CCND2,1
65438,CHRNA3,TERT,1
65439,RECK,MMP7,1
65440,FGFR2,IDH2,1
65441,CREB1,FN1,1
65442,PLK1,SIRT1,1
65443,NCAM1,IFNA1,1
65444,PAEP,SP1,1
65445,TCL1A,EP300,1
65446,GPER1,MAPK1,1
65447,SPP1,SELE,1
65448,GADD45A,ANXA5,1
65449,CHEK2,CYCS,1
65450,ITGB3,IL3,1
65451,HDAC1,SF3B1,1
65452,CD34,FGF6,1
65453,EZH2,DDB2,1
65454,STC1,SCT,1
65455,BCL6,TLR4,1
65456,WWTR1,RUNX1,1
65457,AR,EPCAM,1
65458,IGF1R,SMAD2,1
65459,FYN,SOCS1,1
65460,ITGB1,IL2,1
65461,KRT8,CTNNB1,1
65462,ALB,APEX1,1
65463,IGF2,RASSF1,1
65464,FGF9,WNT3A,1
65465,SMAD2,EGR1,1
65466,CALCA,HSPA4,1
65467,DRD3,LMX1B,1
65468,SETD2,SIX1,1
65469,AGR2,ITGA3,1
65470,TET2,STAT6,1
65471,REST,POU5F1,1
65472,CDKN2B,E2F3,1
65473,CD34,TCF3,1
65474,AKT1,KRT5,1
65475,LGR5,DLL4,1
65476,MYC,MAP2K4,1
65477,B2M,SDC1,1
65478,AKT1,MUC4,1
65479,CCL3,KLRK1,1
65480,RECQL,PMS1,1
65481,NGF,PMAIP1,1
65482,EWSR1,NTRK3,1
65483,PAEP,BMP15,1
65484,LEP,MMP3,1
65485,VEGFC,SRC,1
65486,BIRC2,GSK3B,1
65487,INS,CCKAR,1
65488,PAEP,SMAD2,1
65489,PIK3CG,TP53,1
65490,TNFRSF6B,CDH1,1
65491,ESRRA,CYP19A1,1
65492,CDKN1C,INS,1
65493,ACTB,P2RX7,1
65494,CHUK,TLR9,1
65495,CASP1,CAT,1
65496,CD209,ALB,1
65497,ING1,CREBBP,1
65498,CHI3L1,IL4,1
65499,JUNB,YY1,1
65500,MLH1,CCND1,1
65501,ERBB2,IL4,1
65502,PTTG1,FAN1,1
65503,BRMS1,HPN,1
65504,CLU,KLK3,1
65505,MYCN,CDKN1B,1
65506,ADRB2,SST,1
65507,TGFBR1,THBS1,1
65508,BBC3,ATM,1
65509,AGT,LPL,1
65510,CD7,CSF3,1
65511,CYP19A1,SULT1A1,1
65512,TBX5,WNT3,1
65513,CD274,POLE,1
65514,NGF,MYCN,1
65515,SMAD4,PALB2,1
65516,ISG15,CCL2,1
65517,NTRK3,TWIST1,1
65518,CSN2,EGF,1
65519,TP53,APOE,1
65520,KLK3,TERT,1
65521,TNFSF11,CD68,1
65522,FGFR3,ARID1A,1
65523,VEGFA,GZMB,1
65524,ETV6,PTPN11,1
65525,HPRT1,CSF2,1
65526,CXCL8,HPRT1,1
65527,CTSL,TIMP1,1
65528,CTAG1B,CD28,1
65529,MUC1,CD86,1
65530,AREG,FGF2,1
65531,FN1,CTLA4,1
65532,TP53,NAMPT,1
65533,IDH2,CALR,1
65534,TNFRSF6B,TNFRSF10B,1
65535,SMAD3,USP9X,1
65536,CCND3,ERBB2,1
65537,ALK,CEACAM5,1
65538,NBN,EP300,1
65539,AGAP2,RAC2,1
65540,PDCD4,KRAS,1
65541,ALB,NGFR,1
65542,SPP1,TBX1,1
65543,SLC29A1,NTS,1
65544,IL6ST,FOS,1
65545,GSN,TNC,1
65546,MMP9,SOX9,1
65547,DICER1,EHMT1,1
65548,RUNX1,KIT,1
65549,GHRL,MAPK3,1
65550,MSN,EGF,1
65551,CDKN3,CASP9,1
65552,HDAC9,SMARCA2,1
65553,NGF,EFNA3,1
65554,CXCR2,CD68,1
65555,NF1,CTNNB1,1
65556,CLDN4,SNAI2,1
65557,CCND2,IGFBP5,1
65558,AREG,TP53,1
65559,SEMA3B,AKT1,1
65560,FAS,BAX,1
65561,RET,LGALS3,1
65562,AKT1,DMD,1
65563,CD24,MET,1
65564,DUSP6,JAG1,1
65565,EIF4EBP1,KDR,1
65566,PLAU,MMP8,1
65567,TFAP2A,SOX2,1
65568,FANCA,ATRX,1
65569,VEGFA,TYR,1
65570,ALDH1A1,MSI1,1
65571,XIAP,RAC2,1
65572,RAD51,MDM2,1
65573,TNFSF11,IHH,1
65574,TP53,RHEB,1
65575,PTPN1,JUN,1
65576,MDK,PTN,1
65577,VEGFA,LDLR,1
65578,THBD,CEACAM5,1
65579,BGLAP,F2,1
65580,MYC,ADAM17,1
65581,TNF,TGFA,1
65582,SMAD3,CTLA4,1
65583,MTOR,FLT4,1
65584,SSX2,CD34,1
65585,FN1,IL11,1
65586,ITGA4,IFNG,1
65587,PRKD1,GRP,1
65588,CASP1,IL32,1
65589,PTEN,TCHP,1
65590,TNFSF11,TLR9,1
65591,ALB,IL1RN,1
65592,ESR1,APP,1
65593,PROS1,TNFRSF1B,1
65594,ETS1,GAPDH,1
65595,SEMA3B,SHH,1
65596,POMC,HTR3A,1
65597,RAC1,APEX1,1
65598,MYH11,PDGFRB,1
65599,APPL1,PAX8,1
65600,BSG,MMP7,1
65601,KRT5,CD68,1
65602,MAPK3,IL5,1
65603,MC1R,INS,1
65604,GPT,IL17A,1
65605,MUC1,NCAM1,1
65606,FGF1,GAPDH,1
65607,TLR9,CTSB,1
65608,DAPK1,DNMT3B,1
65609,TRPM8,PRDM16,1
65610,ABCB1,SLC29A1,1
65611,GATA4,IGF1R,1
65612,ADIPOQ,TCF7L2,1
65613,CD40,TFRC,1
65614,BMP2,ELN,1
65615,TSHR,IGF1,1
65616,DPP4,CTLA4,1
65617,BRCA2,EZH2,1
65618,MAGEA1,IL2,1
65619,MTOR,MFN2,1
65620,DDIT3,MTOR,1
65621,INS,CD28,1
65622,IGF2,MYCN,1
65623,IL1A,MMP2,1
65624,ZEB2,ALDH1A1,1
65625,SRC,GSTM3,1
65626,DLL4,GAPDH,1
65627,CCL3,FGFR3,1
65628,ERBB2,PDGFRA,1
65629,AXIN1,DAB2IP,1
65630,PTCH1,CDH1,1
65631,CDKN2C,MDM2,1
65632,CCL4,IFNA1,1
65633,LCN2,AGT,1
65634,STAT5A,RAG1,1
65635,STAT5A,CSF1,1
65636,PIK3R1,MDM2,1
65637,CLU,CASP3,1
65638,CYLD,TLR3,1
65639,ALPL,SHH,1
65640,SLPI,IL1B,1
65641,FGF1,TGFA,1
65642,POT1,WRAP53,1
65643,SPTAN1,EPB41L3,1
65644,RAD50,ERCC5,1
65645,CXCL12,TWIST1,1
65646,RPSA,PEBP1,1
65647,POMC,IL1A,1
65648,CCND1,TNFRSF10A,1
65649,AMACR,SYP,1
65650,FHIT,SMAD4,1
65651,ESR1,IL1B,1
65652,POLR3A,EIF3A,1
65653,LDHA,SIRT1,1
65654,ARID5B,MYOD1,1
65655,AGER,S100A7,1
65656,INS,RAC2,1
65657,INS,CCNA2,1
65658,MYCN,ATM,1
65659,MVP,ABCC2,1
65660,RAD51D,MCM2,1
65661,HIF1A,HGF,1
65662,USF1,LPL,1
65663,UHRF1,XRCC5,1
65664,FANCD2,CDC6,1
65665,GALNT12,MUTYH,1
65666,SNCG,HNRNPA2B1,1
65667,F3,TLR2,1
65668,SLC2A1,LPL,1
65669,LDLR,CAV1,1
65670,ANGPT1,SERPINE1,1
65671,TP73,CADM1,1
65672,CD9,SELP,1
65673,SMARCA4,NPM1,1
65674,ZNF703,ERBB2,1
65675,FASN,CAT,1
